dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
16,Chabrac,16150,555,464,500,24,22.4,0.733333,45.9333,168,273
16,Rivières,16110,1833,1737,1900,85,21.54,0.35,45.75,65,156
16,Saint-Laurent-de-Céris,16450,778,746,800,26,29.89,0.483333,45.95,127,209
16,Pressignac,16150,413,449,400,14,28.15,0.733333,45.8333,163,282
16,Malaville,16120,420,391,400,32,12.82,-0.1,45.55,42,150
16,Yviers,16210,516,469,500,22,22.56,-0.005,45.2833,48,147
16,Salles-d'Angles,16130,1081,1127,1100,49,21.8,-0.333333,45.6167,11,87
16,Courbillac,16200,655,502,600,55,11.83,-0.166667,45.7667,25,70
16,Marillac-le-Franc,16110,767,617,700,52,14.49,0.429722,45.7353,84,203
16,Sauvignac,16480,98,96,100,8,11.62,-0.083333,45.25,49,131
16,Lamérac,16300,196,216,200,21,9.21,-0.216667,45.4333,60,114
16,Mouzon,16310,133,149,100,12,10.62,0.616667,45.8,220,316
16,Vouthon,16220,363,327,300,34,10.38,0.466667,45.6667,93,172
16,Merpins,16100,1007,938,1000,96,10.46,-0.4,45.6833,2,33
16,Abzac,16500,496,539,500,14,33.35,0.7,46.1,122,232
16,Saint-Adjutory,16310,414,349,400,29,14.04,0.483333,45.7667,119,293
16,Saint-Avit,16210,189,180,200,51,3.66,0.05,45.2333,33,128
16,Gond-Pontouvre,16160,5937,5971,6000,796,7.45,0.166111,45.6692,27,94
16,Houlette,16200,390,388,400,54,7.15,-0.2,45.7667,18,41
16,Sauvagnac,16310,77,64,100,10,7.24,0.65,45.75,229,282
16,Champmillon,16290,525,490,500,55,9.51,-0.000277778,45.6333,21,97
16,Villiers-le-Roux,16240,122,140,100,25,4.84,0.1,46.05,115,139
16,Esse,16500,489,497,500,16,30.37,0.716667,46.0333,124,242
16,Bernac,16700,477,419,400,56,8.46,0.166667,46.0333,94,152
16,Hiersac,16290,1086,1006,1100,147,7.36,0.00472222,45.6667,43,121
16,Oradour,16140,200,201,200,13,14.4,-0.033333,45.9,65,120
16,Suaux,16260,377,356,400,31,11.93,0.516667,45.85,120,212
16,Fleurac,16200,234,232,200,107,2.17,-0.083333,45.7167,49,92
16,Julienne,16200,447,395,400,70,6.3,-0.233333,45.7,8,51
16,Montmoreau-Saint-Cybard,16190,1059,1052,1100,88,12,0.130833,45.3989,71,182
16,Villefagnan,16240,1049,1022,1000,44,23.65,0.083333,46.0167,88,158
16,Saint-Séverin,16390,817,728,800,54,14.93,0.25,45.3167,45,134
16,Aubeterre-sur-Dronne,16390,418,366,400,174,2.39,0.166667,45.2667,38,112
16,Vaux-Rouillac,16170,298,297,300,22,13.37,-0.083333,45.75,58,169
16,Saulgond,16420,523,459,500,19,27.36,0.783333,45.95,172,284
16,Saint-Romain,16210,541,512,500,23,22.69,0.148056,45.2762,54,168
16,Hiesse,16490,244,277,300,9,24.75,0.583333,46.05,157,231
16,Bréville,16370,519,512,500,33,15.39,-0.266667,45.8,15,31
16,Saint-Sornin,16220,846,715,800,75,11.27,0.433333,45.7,89,242
16,Bioussac,16700,228,227,200,14,15.64,0.283333,46.0333,82,164
16,Bayers,16460,134,129,100,37,3.59,0.233333,45.9167,67,123
16,Couture,16460,168,158,200,15,10.61,0.283333,45.9333,79,135
16,La Rochette,16110,556,442,600,50,10.99,0.316667,45.8167,66,115
16,Longré,16240,216,219,200,14,14.73,-0.016667,46,73,131
16,Ambernac,16490,411,422,400,13,30.05,0.533333,45.9833,147,232
16,Péreuil,16250,396,393,400,23,17.18,-0.016667,45.4833,47,153
16,Mouthiers-sur-Boëme,16440,2473,2261,2500,71,34.71,0.116667,45.55,59,153
16,Saint-Coutant,16350,217,223,200,11,19.4,0.459167,45.9953,133,197
16,Saint-Fort-sur-le-Né,16130,414,386,400,60,6.8,-0.3,45.5833,16,65
16,Lagarde-sur-le-Né,16300,187,174,200,45,4.12,-0.2,45.5167,30,68
16,Courgeac,16190,212,175,200,11,18.42,0.083333,45.4,72,177
16,Ruelle-sur-Touvre,16600,7370,7230,7400,691,10.66,0.233333,45.6833,32,170
16,Angeac-Champagne,16130,507,479,500,35,14.27,-0.3,45.6,17,83
16,Écuras,16220,624,557,600,25,24.22,0.566667,45.6833,111,280
16,Saint-Médard,16300,297,271,300,36,8.24,-0.137222,45.5109,36,83
16,Marthon,16380,603,552,600,47,12.82,0.45,45.6167,91,195
16,Édon,16320,260,224,300,15,16.49,0.35,45.4833,85,227
16,Alloue,16490,535,528,500,11,46.54,0.516667,46.0333,136,231
16,Angeac-Charente,16120,369,399,400,34,10.81,-0.066667,45.6333,15,100
16,Lignières-Sonneville,16130,617,614,600,37,16.36,-0.183333,45.5667,40,143
16,Sers,16410,783,672,700,55,14.17,0.316667,45.6,82,220
16,Chenommet,16460,154,128,100,34,4.43,0.25,45.9333,69,117
16,Saint-Saturnin,16290,1319,1159,1300,98,13.38,0.05,45.6667,32,114
16,Saint-Simeux,16120,566,452,500,60,9.4,-0.033333,45.6333,16,99
16,Échallat,16170,491,421,500,32,15.14,-0.033333,45.7167,50,149
16,Brossac,16480,530,525,500,24,21.84,-0.05,45.3333,75,184
16,Saint-Preuil,16130,302,289,300,24,12.39,-0.166667,45.6,40,146
16,Ronsenac,16320,576,548,600,21,26.73,0.233333,45.4833,80,204
16,Saint-Projet-Saint-Constant,16110,1147,920,1100,67,16.94,0.35,45.7333,75,153
16,Poullignac,16190,80,77,100,8,8.94,-0.016667,45.4,80,167
16,Gondeville,16200,523,518,500,95,5.46,-0.15,45.6667,11,40
16,Lonnes,16230,163,168,200,21,7.51,0.166667,45.9333,94,131
16,Saint-Martin-du-Clocher,16700,132,139,100,19,6.66,0.15,46.05,102,153
16,Touvre,16600,1114,1024,1100,122,9.06,0.25,45.6667,42,161
16,Barbezieux-Saint-Hilaire,16300,4768,4819,4700,179,26.55,-0.155556,45.4728,32,131
16,Vilhonneur,16220,355,276,300,37,9.36,0.416667,45.6833,87,137
16,Souffrignac,16380,145,157,100,15,9.37,0.5,45.5833,106,178
16,Theil-Rabier,16240,161,167,200,21,7.43,0.033333,46.05,109,162
16,Gours,16140,125,145,100,10,11.42,-0.066667,45.9667,77,119
16,Bignac,16170,233,198,200,29,7.77,0.066667,45.8,42,143
16,Lichères,16460,87,94,100,17,4.94,0.216667,45.9,60,117
16,Aussac-Vadalle,16560,449,386,400,25,17.61,0.220556,45.8164,84,162
16,Saint-Mary,16260,373,365,400,17,21.86,0.366667,45.85,75,183
16,Gimeux,16130,745,713,700,100,7.4,-0.366667,45.6333,6,61
16,La Faye,16700,617,572,600,45,13.44,0.15,46.0167,104,149
16,Courcôme,16240,432,421,400,22,19.44,0.133333,45.9833,77,151
16,Saint-Quentin-de-Chalais,16210,283,250,300,22,12.38,0.066667,45.2667,27,146
16,Chaise,16300,299,290,300,31,9.43,-0.241667,45.5333,27,68
16,Bellon,16210,166,152,200,18,9.13,0.116667,45.3,53,124
16,Cognac,16100,18557,19525,19100,1197,15.5,-0.333333,45.7,5,53
16,Lupsault,16140,123,132,100,10,11.47,-0.066667,45.9333,75,139
16,Villebois-Lavalette,16320,733,730,700,101,7.2,0.283333,45.4833,103,198
16,Pillac,16390,256,270,300,13,19.64,0.183333,45.3167,53,165
16,Bors (Canton de Baignes-Sainte-Radegonde),16360,133,148,100,10,12.28,-0.193889,45.3278,68,144
16,Paizay-Naudouin-Embourie,16240,415,423,400,16,25.42,-0.00333333,46.0303,78,155
16,Chassiecq,16350,166,168,200,12,13.06,0.383333,45.95,100,175
16,Villegats,16700,231,264,200,29,7.71,0.2,45.9833,91,161
16,Chazelles,16380,1500,1390,1500,58,25.8,0.366667,45.65,84,146
16,Étagnac,16150,975,982,1000,33,29.23,0.783333,45.9,150,284
16,Plassac-Rouffiac,16250,370,321,300,30,11.97,0.066667,45.5333,98,190
16,Montjean,16240,256,262,300,31,8.01,0.116667,46.0833,113,149
16,Passirac,16480,246,227,300,16,14.67,-0.066667,45.35,74,174
16,Balzac,16430,1303,1237,1300,135,9.64,0.116667,45.7,30,102
16,Gourville,16170,639,589,700,49,12.92,-0.016667,45.8333,55,155
16,Londigny,16700,256,219,200,26,9.67,0.133333,46.0833,108,160
16,Saint-Brice,16100,1030,970,1100,110,9.3,-0.283333,45.6833,5,55
16,Bécheresse,16250,281,207,200,33,8.38,0.083333,45.5,95,183
16,Rouzède,16220,243,267,300,16,14.33,0.55,45.7167,148,351
16,Genté,16130,897,830,900,77,11.59,-0.316667,45.6167,18,98
16,Nanclars,16230,201,200,200,35,5.73,0.216667,45.85,65,119
16,Salles-Lavalette,16190,365,360,300,18,20.15,0.233333,45.3833,65,191
16,Salles-de-Barbezieux,16300,454,408,400,46,9.85,-0.133333,45.45,48,99
16,Ébréon,16140,156,174,200,15,10.05,0.033333,45.9333,69,118
16,Mareuil,16170,406,351,400,35,11.51,-0.133333,45.7667,53,125
16,Montchaude,16300,522,515,500,36,14.18,-0.2,45.45,61,147
16,Roullet-Saint-Estèphe,16440,3939,3480,3700,94,41.5,0.0472222,45.5837,22,139
16,Chirac,16150,739,733,700,21,34.33,0.65,45.9167,133,263
16,Bouteville,16120,334,346,300,27,12.07,-0.133333,45.6,34,152
16,Épenède,16490,216,208,200,13,15.62,0.533333,46.0667,144,194
16,Triac-Lautrait,16200,455,398,500,71,6.4,-0.116667,45.6667,12,49
16,Asnières-sur-Nouère,16290,1167,1013,1100,55,21.17,0.05,45.7167,36,135
16,Berneuil,16480,329,315,300,19,16.55,-0.0727778,45.3931,74,166
16,La Chèvrerie,16240,139,155,100,30,4.61,0.133333,46.0333,109,134
16,Rouffiac,16210,115,114,100,11,9.89,0.083333,45.2667,45,170
16,Vindelle,16430,996,868,1000,91,10.93,0.116667,45.7167,31,125
16,Montrollet,16420,301,269,300,13,22.22,0.89509,45.9811,225,366
16,Mons,16140,262,232,300,13,20.11,-0.0147222,45.8684,54,141
16,Bunzac,16110,474,309,500,35,13.32,0.35,45.7,77,131
16,Vouharte,16330,328,330,300,30,10.64,0.066667,45.8167,42,137
16,Lessac,16500,594,531,600,17,34.14,0.666667,46.0667,122,232
16,Angoulême,16000,41613,43137,43100,1904,21.85,0.15,45.65,25,130
16,Baignes-Sainte-Radegonde,16360,1326,1239,1300,42,31.22,-0.233333,45.3833,51,148
16,Viville,16120,130,143,100,44,2.93,-0.116667,45.5167,37,95
16,Le Tâtre,16360,359,314,300,58,6.13,-0.2,45.4,73,143
16,Montbron,16220,2158,2242,2200,49,43.34,0.5,45.6667,95,284
16,Gensac-la-Pallue,16130,1599,1611,1600,83,19.23,-0.25,45.65,7,50
16,Chassors,16200,1153,1062,1100,87,13.21,-0.216667,45.7,13,62
16,Rioux-Martin,16210,234,218,200,16,14.6,0.00222222,45.25,32,131
16,Vervant,16330,141,142,100,14,9.56,0.116667,45.8333,65,119
16,Gardes-le-Pontaroux,16320,261,248,300,19,13.3,0.333333,45.5,101,220
16,Confolens,16500,2711,2856,2800,142,18.96,0.666667,46.0167,127,222
16,Aignes-et-Puypéroux,16190,261,270,300,20,12.99,0.15,45.45,84,201
16,Beaulieu-sur-Sonnette,16450,276,269,300,26,10.29,0.383333,45.9333,86,163
16,Ranville-Breuillaud,16140,182,177,200,14,12.84,-0.116667,45.9,84,144
16,Lésignac-Durand,16310,177,185,200,8,19.74,0.633333,45.8167,193,296
16,Saint-Gourson,16700,142,137,100,14,10.09,0.316667,45.95,89,161
16,Éraville,16120,209,177,200,38,5.47,-0.083333,45.5833,33,108
16,Champniers,16430,5168,4605,5100,114,45.29,0.2,45.7167,31,163
16,Pleuville,16490,395,364,400,11,33.63,0.5,46.1,130,187
16,L'Isle-d'Espagnac,16340,5284,4920,5300,888,5.95,0.2,45.6667,38,120
16,Bazac,16210,158,153,200,32,4.92,0.05,45.2167,25,121
16,Bonneville,16170,156,156,200,15,10.08,-0.033333,45.8333,59,133
16,Mazerolles,16310,371,312,300,21,17.45,0.533889,45.7475,207,353
16,Mornac,16600,2227,1863,2200,94,23.48,0.266667,45.6833,61,178
16,Mazières,16270,100,93,100,17,5.87,0.566667,45.8333,145,236
16,Brettes,16240,196,187,200,16,12.21,0.033333,46,75,126
16,Saint-Quentin-sur-Charente,16150,214,232,200,14,14.39,0.683333,45.8333,169,263
16,Fouqueure,16140,440,428,400,26,16.43,0.066667,45.8833,50,123
16,Suris,16270,287,272,300,25,11.08,0.633333,45.85,182,265
16,Chabanais,16150,1877,1941,1900,125,15.01,0.716667,45.8667,148,250
16,Chantillac,16360,289,277,300,16,18.05,-0.25,45.3333,65,151
16,Turgon,16350,90,85,100,12,7.26,0.4,45.95,134,183
16,Bors (Canton de Montmoreau-Saint-Cybard),16190,245,270,300,15,16.14,0.167778,45.3445,56,165
16,Ligné,16140,173,158,200,21,7.97,0.116667,45.9167,52,119
16,Dignac,16410,1312,1281,1300,47,27.66,0.283333,45.55,105,224
16,Saint-Germain-de-Montbron,16380,489,434,500,32,14.91,0.416667,45.6333,93,182
16,Nonaville,16120,200,149,200,28,6.9,-0.083333,45.5333,40,146
16,Sainte-Colombe,16230,178,186,200,27,6.5,0.318889,45.8334,75,129
16,Nersac,16440,2398,2382,2300,259,9.24,0.05,45.6333,21,74
16,Aunac,16460,370,298,300,77,4.77,0.25,45.9167,64,104
16,Fouquebrune,16410,660,634,700,22,28.85,0.2,45.5333,87,207
16,Jurignac,16250,526,501,500,32,16,-0.033333,45.5333,50,141
16,Nonac,16190,306,316,300,14,20.84,0.05,45.4167,73,178
16,Condac,16700,468,470,500,48,9.59,0.233333,46.0167,77,141
16,Saint-Aulais-la-Chapelle,16300,226,233,200,15,14.84,-0.05,45.45,60,128
17,Saint-Pierre-d'Oléron,17310,6687,5952,6400,164,40.55,-1.31667,45.95,0,15
17,Saint-Sever-de-Saintonge,17800,625,588,600,76,8.13,-0.508333,45.6939,2,51
17,Romazières,17510,72,80,100,8,8.7,-0.166667,45.9833,104,144
17,Nancras,17600,678,418,600,221,3.06,-0.883333,45.75,22,39
17,Trizay,17250,1342,1118,1300,94,14.13,-0.9,45.8833,0,25
17,Saint-Ouen,17490,131,145,100,18,7.01,-0.166667,45.8667,72,138
17,Breuillet,17920,2634,2182,2600,131,19.99,-1.05,45.7,0,34
17,Gourvillette,17490,106,104,100,13,8.01,-0.216667,45.8833,65,119
17,Saint-Germain-de-Vibrac,17500,203,196,200,28,7.17,-0.316667,45.4333,47,99
17,La Jarrie-Audouin,17330,284,272,300,33,8.41,-0.483333,46.0333,34,89
17,Chermignac,17460,1261,1014,1200,93,13.43,-0.666667,45.6833,25,68
17,Préguillac,17460,436,324,400,66,6.6,-0.616667,45.6667,7,69
17,Courcoury,17100,713,567,700,56,12.66,-0.583333,45.7167,2,30
17,La Ronde,17170,1078,742,900,51,20.79,-0.8075,46.3,1,12
17,Saint-Bris-des-Bois,17770,406,392,400,44,9.06,-0.483333,45.7667,31,95
17,Saint-Sauvant,17610,512,512,500,72,7.05,-0.503889,45.7392,8,79
17,Saint-Mandé-sur-Brédoire,17470,307,340,300,13,23.21,-0.3,46.0167,65,166
17,Clam,17500,379,283,400,55,6.83,-0.45,45.5,23,71
17,Soubise,17780,2909,1243,3000,266,10.93,-1,45.9333,0,22
17,Clavette,17220,1184,711,1000,188,6.29,-1.01667,46.1333,14,44
17,Cercoux,17270,1191,1063,1100,28,41.88,-0.2,45.1333,18,111
17,Surgères,17700,6508,6051,6300,226,28.71,-0.75,46.1,14,76
17,Tugéras-Saint-Maurice,17130,360,291,400,26,13.77,-0.4075,45.3598,47,108
17,Périgny,17180,7284,6002,6800,675,10.78,-1.08333,46.15,2,36
17,Médis,17600,2739,2161,2700,116,23.46,-0.966667,45.65,0,39
17,Guitinières,17500,419,371,400,45,9.18,-0.516667,45.4333,27,66
17,Bouhet,17540,871,410,700,57,15.2,-0.866667,46.1667,6,36
17,Saint-Médard,17500,81,69,100,21,3.81,-0.355,45.3984,38,91
17,Ciré-d'Aunis,17290,1176,804,1200,45,25.76,-0.933333,46.05,0,40
17,Puyrolland,17380,195,193,200,15,12.98,-0.6,46.0333,2,55
17,Ardillières,17290,792,555,800,50,15.7,-0.883333,46.05,0,31
17,Néré,17510,753,742,700,25,29.97,-0.233333,45.9667,69,166
17,Éduts,17510,66,64,100,8,8.05,-0.216667,45.9833,105,156
17,Ars-en-Ré,17590,1330,1287,1300,121,10.95,-1.51667,46.2083,0,15
17,Arthenac,17520,328,312,300,25,12.66,-0.316667,45.5167,43,111
17,Saint-Martial,17330,124,120,100,30,4.07,-0.45,46.05,27,61
17,Étaules,17750,2358,1595,2200,204,11.55,-1.1,45.7333,0,28
17,Authon-Ébéon,17770,390,407,400,33,11.65,-0.408333,45.8362,16,36
17,Chatenet,17210,233,188,200,24,9.64,-0.3,45.3,61,123
17,Forges,17290,1197,903,1100,88,13.58,-0.9,46.1,12,33
17,Saintes,17100,26011,25628,26500,571,45.55,-0.633333,45.75,2,81
17,Clion,17240,803,723,800,50,15.84,-0.5,45.4833,20,43
17,Varaize,17400,579,563,600,28,20.48,-0.416667,45.9167,18,83
17,Ballans,17160,207,217,200,29,6.94,-0.216667,45.8167,24,82
17,Saint-Xandre,17138,4488,4120,4600,337,13.29,-1.1,46.2,1,37
17,Vérines,17540,1987,1375,1800,148,13.35,-0.966667,46.2,4,39
17,Sablonceaux,17600,1251,1025,1200,56,22.09,-0.883333,45.7167,3,40
17,Portes-en-Ré,17880,651,661,600,76,8.51,0.501668,46.25,0,15
17,Pons,17800,4333,4433,4400,156,27.63,-0.55,45.5833,8,63
17,Saint-Aigulin,17360,1919,1989,1900,67,28.36,-0.016667,45.15,15,116
17,Saint-Vivien,17220,1101,849,1000,133,8.27,-1.05,46.0667,1,21
17,Sainte-Radegonde,17250,541,382,500,48,11.14,-0.874444,45.8467,2,35
17,Luchat,17600,434,236,400,92,4.67,-0.766667,45.7167,22,43
17,Barzan,17120,455,428,500,56,8.07,-0.85,45.5333,0,47
17,Saint-Froult,17780,361,235,300,56,6.39,-1.05,45.9167,0,10
17,Rioux,17460,924,771,900,48,18.98,-0.716667,45.6333,24,56
17,Saint-Julien-de-l'Escap,17400,859,767,900,98,8.68,-0.483333,45.9333,12,66
17,Marans,17230,4623,4378,4600,56,82.49,-1,46.3,0,13
17,Essards,17250,615,485,600,63,9.66,-0.766667,45.8,23,62
17,Floirac,17120,322,292,300,25,12.86,-0.75,45.4833,1,68
17,L'Houmeau,17137,2267,2278,2100,537,4.22,-1.16667,46.1833,0,29
17,Cramchaban,17170,611,514,600,38,16.06,-0.716667,46.2167,1,33
17,Geay,17250,680,570,700,42,15.9,-0.766667,45.8667,1,30
17,Saint-Mard,17700,1066,868,1000,50,21.21,-0.716667,46.0833,24,75
17,Bignay,17400,424,321,400,48,8.73,-0.6,45.9167,14,86
17,Saint-Pierre-de-l'Isle,17330,275,262,300,42,6.43,-0.433333,46.0167,23,52
17,Fontaine-Chalendray,17510,230,284,200,12,18.86,-0.183333,45.95,69,154
17,Gonds,17100,1511,1241,1500,116,12.96,-0.616667,45.7167,2,20
17,Soubran,17150,391,365,400,29,13.25,-0.516667,45.35,38,108
17,Saint-Sulpice-de-Royan,17200,2798,2292,2700,134,20.81,-1.01667,45.6667,1,37
17,Allas-Bocage,17150,199,150,200,18,10.87,-0.483333,45.3833,39,108
17,Angoulins,17690,3739,3501,3700,475,7.86,0.890001,46.1042,0,17
17,Varzay,17460,793,674,800,56,14.04,-0.733333,45.7,23,48
17,Vaux-sur-Mer,17640,3876,3442,3800,649,5.97,-1.03333,45.65,0,27
17,Bougneau,17800,571,430,500,39,14.54,-0.516667,45.6,7,102
17,Chenac-Saint-Seurin-d'Uzet,17120,612,575,600,30,20.23,-0.826111,45.5173,0,62
17,Blanzac-lès-Matha,17160,334,296,300,35,9.42,-0.35,45.8667,23,76
17,Péré,17700,371,328,300,43,8.44,-0.816667,46.0833,11,42
17,Loire-les-Marais,17870,339,326,300,27,12.46,-0.916667,45.9833,0,27
17,Saint-Romain-sur-Gironde,17240,48,51,100,15,3.16,-0.75,45.45,1,30
17,Thénac,17460,1630,1086,1600,85,19.17,-0.65,45.6667,7,67
17,La Barde,17360,438,362,400,20,21.25,-0.033333,45.1333,11,96
17,Massac,17490,168,187,200,18,9.15,-0.216667,45.8667,56,109
17,Sainte-Même,17770,250,164,200,40,6.15,-0.466667,45.8833,27,52
17,Aujac,17770,325,325,300,37,8.73,-0.4,45.85,16,33
17,Anais,17540,326,210,300,34,9.44,-0.908333,46.1833,3,29
17,Courcerac,17160,294,253,300,47,6.2,-0.366667,45.8333,16,37
17,Chaillevette,17890,1458,1081,1400,145,10.03,-1.05,45.7333,0,28
17,Saint-Sorlin-de-Conac,17150,210,202,200,13,15.37,-0.683333,45.3667,0,71
17,Sonnac,17160,526,541,500,30,17.12,-0.266667,45.8333,18,63
17,Saint-Palais-de-Négrignac,17210,400,329,400,21,18.51,-0.216667,45.2667,53,141
17,Saint-Ciers-Champagne,17520,415,365,400,22,18.08,-0.3,45.45,38,118
17,Saint-Denis-d'Oléron,17650,1358,1222,1300,115,11.75,-1.38333,46.0333,0,15
17,Coux,17130,478,403,500,36,13.21,-0.416667,45.3167,44,111
17,Louzignac,17160,161,149,200,26,6.13,-0.233333,45.8333,49,80
17,Nieul-sur-Mer,17137,5640,5644,5600,514,10.96,-1.16667,46.2,0,34
17,Le Chay,17600,728,564,700,60,12.01,-0.897222,45.6414,2,21
17,Consac,17150,238,240,200,26,9.13,-0.6,45.4167,30,102
17,Le Fouilloux,17270,740,624,700,25,29.55,-0.116667,45.1833,32,126
17,Dampierre-sur-Boutonne,17470,285,297,300,20,14.04,-0.4,46.0667,31,83
17,Plassay,17250,692,486,700,41,16.87,-0.733333,45.8167,9,64
17,Ferrières,17170,776,362,700,102,7.59,-0.85,46.2333,15,41
17,Chevanceaux,17210,1022,998,1000,46,21.77,-0.233333,45.3,63,154
17,Migré,17330,348,320,300,24,14.3,-0.55,46.0667,26,88
17,Bran,17210,123,129,100,29,4.14,-0.266667,45.35,62,101
17,Bourgneuf,17220,1062,1040,1100,396,2.68,-1.01667,46.1667,22,47
17,Arvert,17530,3117,2886,3100,118,26.22,-1.13333,45.7333,0,25
17,Lonzac,17520,250,249,200,40,6.24,-0.4,45.6,19,80
17,Saint-Cyr-du-Doret,17170,595,365,600,34,17.08,-0.816667,46.2667,1,36
17,Saint-Martial-de-Mirambeau,17150,220,221,200,24,9.08,-0.6,45.3833,8,94
17,Lussac,17500,51,43,0,29,1.72,-0.483333,45.4667,22,45
17,Saint-Léger,17800,602,464,600,37,15.88,-0.583333,45.6167,7,67
17,Bernay-Saint-Martin,17330,763,647,700,30,24.9,-0.620278,46.0645,13,74
17,Berneuil,17460,1091,832,1000,42,25.45,-0.6,45.65,5,72
17,Mathes,17570,1740,1457,1700,50,34.38,-1.15,45.7167,0,40
17,Vinax,17510,65,62,100,7,9.19,-0.2,46.0333,123,166
17,Vanzac,17500,170,174,200,26,6.39,-0.3,45.3667,53,101
17,Saint-Martin-de-Ré,17410,2526,2637,2600,537,4.7,-1.36667,46.2,0,17
17,Le Bois-Plage-en-Ré,17580,2358,2245,2300,193,12.18,-1.38333,46.1833,1,17
17,Jussas,17130,116,104,100,12,9.11,-0.35,45.2833,64,125
17,Mazerolles,17800,261,217,300,49,5.23,-0.583333,45.55,24,47
17,La Jard,17460,327,275,300,38,8.48,-0.583333,45.65,6,48
17,Saint-Seurin-de-Palenne,17800,150,149,200,37,4.03,-0.516667,45.6333,8,52
17,Chaniers,17610,3453,3232,3400,130,26.53,-0.55,45.7167,2,74
17,Pont-l'Abbé-d'Arnoult,17250,1727,1743,1800,139,12.41,-0.883333,45.8333,6,41
17,Moragne,17430,472,402,500,39,12.03,-0.8,45.9667,1,63
17,Saujon,17600,6796,5395,6500,376,18.07,-0.916667,45.6667,0,20
17,Pessines,17810,772,648,800,85,9.05,-0.716667,45.7333,24,71
17,Fléac-sur-Seugne,17800,371,319,400,44,8.28,-0.533333,45.5333,11,56
17,Chepniers,17210,658,643,600,23,28.21,-0.3,45.25,66,126
17,Ozillac,17500,665,559,700,41,15.93,-0.4,45.4,32,101
17,Andilly,17230,1980,1478,1900,69,28.63,-1.03333,46.25,0,24
17,Chambon,17290,910,739,900,49,18.33,-0.85,46.1333,13,41
17,Taillebourg,17350,730,600,700,51,14.25,-0.65,45.8333,2,63
17,Breuil-Magné,17870,1655,1225,1500,74,22.25,-0.966667,45.9833,0,24
17,La Clotte,17360,686,490,600,38,17.84,-0.15,45.1167,12,73
17,Saint-Séverin-sur-Boutonne,17330,118,136,100,15,7.78,-0.416667,46.0833,32,98
17,Pérignac,17800,976,967,1000,35,27.56,-0.466667,45.6167,3,91
17,Saint-Dizant-du-Bois,17150,116,80,100,27,4.16,-0.566667,45.4,44,94
17,Saint-Christophe,17220,1230,917,1200,90,13.64,-0.933333,46.1333,4,43
17,Saint-Pardoult,17400,224,192,200,40,5.6,-0.45,46,21,53
17,Thors,17160,426,411,400,76,5.55,-0.316667,45.8333,18,36
17,Colombiers,17460,334,254,300,46,7.14,-0.55,45.65,6,57
17,Semillac,17150,69,52,100,27,2.47,-0.6,45.4,48,98
17,La Rochelle,17000,75170,76711,75800,2644,28.43,-1.15,46.1667,0,28
17,Saint-Germain-de-Lusignan,17500,1251,1146,1200,69,18.05,-0.466667,45.45,26,87
17,Saint-Laurent-de-la-Prée,17450,1858,1347,1800,67,27.51,-1.03333,45.9833,0,23
17,Villars-en-Pons,17260,564,451,600,42,13.32,-0.616667,45.6,23,57
17,Le Mung,17350,273,264,300,36,7.52,-0.7,45.8667,1,12
17,Sainte-Gemme,17250,1246,899,1300,30,40.91,-0.888611,45.7714,7,44
17,Semussac,17120,2041,1421,1900,82,24.85,-0.916667,45.6,0,42
17,Saint-Laurent-de-la-Barrière,17380,97,73,100,11,8.28,-0.7,46.0333,9,45
17,Benon,17170,1010,514,700,21,46.62,-0.816667,46.2,7,56
17,Archiac,17520,811,864,800,181,4.48,-0.3,45.5167,48,116
17,La Jarrie,17220,2744,2651,2800,290,9.45,-1.01667,46.1333,11,43
17,Saint-Césaire,17770,924,891,900,88,10.41,-0.506111,45.7531,22,89
17,Saint-Ciers-du-Taillon,17240,532,522,500,24,22.1,-0.65,45.4167,14,101
17,La Flotte,17630,2889,2738,2900,234,12.32,-1.33333,46.1833,0,17
17,Saint-Georges-d'Oléron,17190,3489,3300,3500,74,46.55,-1.33333,45.9833,0,30
17,Le Thou,17290,1643,1170,1400,86,19,-0.916667,46.0833,15,48
17,Saint-Georges-de-Longuepierre,17470,233,218,200,21,10.69,-0.4,46.0333,25,82
17,L'Éguille,17600,897,758,900,163,5.49,-0.983333,45.7,0,11
17,Dompierre-sur-Charente,17610,495,415,500,59,8.29,-0.483333,45.7,2,70
17,Neuillac,17520,303,258,300,28,10.57,-0.4,45.5167,28,66
17,Dœuil-sur-le-Mignon,17330,336,320,300,17,19.33,-0.533333,46.1167,28,84
17,Aytré,17440,8914,7751,8800,729,12.22,-1.1,46.1333,1,21
17,Saint-Martial-sur-Né,17520,411,351,400,35,11.6,-0.366667,45.5833,12,68
17,Angliers,17540,802,363,800,74,10.74,-0.949722,46.212,1,19
17,Bords,17430,1287,1124,1300,83,15.47,-0.8,45.9,0,57
17,Bussac-Forêt,17210,989,878,1000,28,34.78,-0.366667,45.2167,39,85
17,Landes,17380,584,524,600,36,16.05,-0.6,45.9833,6,76
17,La Chapelle-des-Pots,17100,974,875,900,94,10.27,-0.533333,45.7667,19,88
17,Agudelle,17500,106,125,100,19,5.36,-0.466667,45.3833,47,77
17,Virson,17290,729,435,700,73,9.92,-0.9,46.1333,6,36
